Date,Ride,Average Wait Time (mins),Max Wait Time (mins)
2017-01-15,Scrambler,100.0,
2017-01-15,Scream,100.0,
2017-01-15,SlingShot,100.0,
2017-01-15,Speedy Gonzales Hot Rod Racers,100.0,
2017-01-15,Swashbuckler,100.0,
2017-01-15,Sylvester’s Pounce and Bounce,100.0,
2017-01-15,THE FLASH Speed Force,100.0,
2017-01-15,Taz’s Trucking Co.,100.0,
2017-01-15,The Looney Tunes Lodge,100.0,
2017-01-15,The New Revolution – Classic,100.0,
2017-01-15,Tweety’s Escape,100.0,
2017-01-15,Twisted Colossus,100.0,
2017-01-15,Viper,100.0,
2017-01-15,WONDER WOMAN Lasso of Truth,100.0,
2017-01-15,Whistlestop Train,100.0,
2017-01-15,Yosemite Sam’s Flight School,100.0,
2017-01-15,GREEN LANTERN: First Flight,76.0,
2017-01-15,SUPERMAN: Escape from Krypton,76.0,
2017-01-15,X2,76.0,
2017-01-15,Apocalypse,0.0,
2017-01-15,Justice League: Battle for Metropolis,0.0,
2017-01-15,Roaring Rapids,0.0,
2017-01-15,THE RIDDLER’S Revenge,0.0,
2017-01-15,Tatsu,0.0,
2017-01-15,Tidal Wave,0.0,
2017-01-16,Goliath,100.0,100.0
2017-01-16,SUPERMAN: Escape from Krypton,100.0,100.0
2017-01-16,BATMAN The Ride,70.0,70.0
2017-01-16,Full Throttle,70.0,70.0
2017-01-16,Ninja,70.0,70.0
2017-01-16,Twisted Colossus,55.0,55.0
2017-01-16,X2,55.0,55.0
2017-01-16,Scream,50.0,50.0
2017-01-16,GREEN LANTERN: First Flight,35.0,35.0
2017-01-16,LEX LUTHOR: Drop of Doom,35.0,35.0
2017-01-16,The New Revolution – Classic,25.0,25.0
2017-01-16,Canyon Blaster,15.0,15.0
2017-01-16,Road Runner Express,15.0,15.0
2017-01-16,Buccaneer,10.0,10.0
2017-01-16,Daffy’s Adventure Tours,10.0,10.0
2017-01-16,Elmer's Weather Balloons,10.0,10.0
2017-01-16,Gold Rusher,10.0,10.0
2017-01-16,Grand American Carousel,10.0,10.0
2017-01-16,Jet Stream,10.0,10.0
2017-01-16,Magic Flyer,10.0,10.0
2017-01-16,Merrie Melodies Carousel,10.0,10.0
2017-01-16,Pepe LePew’s Tea Party,10.0,10.0
2017-01-16,Sandblasters,10.0,10.0
2017-01-16,Scrambler,10.0,10.0
2017-01-16,Speedy Gonzales Hot Rod Racers,10.0,10.0
2017-01-16,Swashbuckler,10.0,10.0
2017-01-16,Sylvester’s Pounce and Bounce,10.0,10.0
2017-01-16,THE FLASH Speed Force,10.0,10.0
2017-01-16,Taz’s Trucking Co.,10.0,10.0
2017-01-16,The Looney Tunes Lodge,10.0,10.0
2017-01-16,Tweety’s Escape,10.0,10.0
2017-01-16,Viper,10.0,10.0
2017-01-16,WONDER WOMAN Lasso of Truth,10.0,10.0
2017-01-16,Whistlestop Train,10.0,10.0
2017-01-16,Yosemite Sam’s Flight School,10.0,10.0
2017-01-16,Cyclone 500,,
2017-01-16,Dive Devil,,
2017-01-16,SlingShot,,
2017-01-16,Apocalypse,,
2017-01-16,Justice League: Battle for Metropolis,,
2017-01-16,Roaring Rapids,,
2017-01-16,THE RIDDLER’S Revenge,,
2017-01-16,Tatsu,,
2017-01-16,Tidal Wave,,
2017-01-21,X2,69.0,70.0
2017-01-21,BATMAN The Ride,40.0,45.0
2017-01-21,Twisted Colossus,39.0,55.0
2017-01-21,LEX LUTHOR: Drop of Doom,35.0,35.0
2017-01-21,Goliath,32.0,35.0
2017-01-21,Ninja,24.0,70.0
2017-01-21,Full Throttle,20.0,20.0
2017-01-21,Scream,18.0,45.0
2017-01-21,GREEN LANTERN: First Flight,15.0,35.0
2017-01-21,The New Revolution – Classic,13.0,25.0
2017-01-21,Road Runner Express,11.0,15.0
2017-01-21,WONDER WOMAN Lasso of Truth,11.0,15.0
2017-01-21,Sandblasters,11.0,15.0
2017-01-21,Viper,10.0,15.0
2017-01-21,Buccaneer,10.0,10.0
2017-01-21,Gold Rusher,10.0,10.0
2017-01-21,Speedy Gonzales Hot Rod Racers,10.0,10.0
2017-01-21,Swashbuckler,10.0,10.0
2017-01-21,THE FLASH Speed Force,10.0,10.0
2017-01-21,Scrambler,8.0,10.0
2017-01-21,Canyon Blaster,8.0,10.0
2017-01-21,Daffy’s Adventure Tours,8.0,10.0
2017-01-21,Elmer's Weather Balloons,8.0,10.0
2017-01-21,Grand American Carousel,8.0,10.0
2017-01-21,Merrie Melodies Carousel,8.0,10.0
2017-01-21,Pepe LePew’s Tea Party,8.0,10.0
2017-01-21,Sylvester’s Pounce and Bounce,8.0,10.0
2017-01-21,Taz’s Trucking Co.,8.0,10.0
2017-01-21,The Looney Tunes Lodge,8.0,10.0
2017-01-21,Tweety’s Escape,8.0,10.0
2017-01-21,Whistlestop Train,8.0,10.0
2017-01-21,Yosemite Sam’s Flight School,8.0,10.0
2017-01-21,Jet Stream,5.0,5.0
2017-01-21,Magic Flyer,5.0,5.0
2017-01-21,Cyclone 500,,
2017-01-21,Dive Devil,,
2017-01-21,SlingShot,,
2017-01-21,Apocalypse,,
2017-01-21,SUPERMAN: Escape from Krypton,,
2017-01-21,Justice League: Battle for Metropolis,,
2017-01-21,Roaring Rapids,,
2017-01-21,THE RIDDLER’S Revenge,,
2017-01-21,Tatsu,,
2017-01-21,Tidal Wave,,
2017-01-22,BATMAN The Ride,100.0,
2017-01-22,Buccaneer,100.0,
2017-01-22,Canyon Blaster,100.0,
2017-01-22,Cyclone 500,100.0,
2017-01-22,Daffy’s Adventure Tours,100.0,
2017-01-22,Dive Devil,100.0,
2017-01-22,Elmer's Weather Balloons,100.0,
2017-01-22,GREEN LANTERN: First Flight,100.0,
2017-01-22,Gold Rusher,100.0,
2017-01-22,Goliath,100.0,
2017-01-22,Grand American Carousel,100.0,
2017-01-22,Jet Stream,100.0,
2017-01-22,LEX LUTHOR: Drop of Doom,100.0,
2017-01-22,Magic Flyer,100.0,
2017-01-22,Merrie Melodies Carousel,100.0,
2017-01-22,Ninja,100.0,
2017-01-22,Pepe LePew’s Tea Party,100.0,
2017-01-22,Road Runner Express,100.0,
2017-01-22,Sandblasters,100.0,
2017-01-22,Scrambler,100.0,
2017-01-22,Scream,100.0,
2017-01-22,SlingShot,100.0,
2017-01-22,Speedy Gonzales Hot Rod Racers,100.0,
2017-01-22,Swashbuckler,100.0,
2017-01-22,Sylvester’s Pounce and Bounce,100.0,
2017-01-22,THE FLASH Speed Force,100.0,
2017-01-22,Taz’s Trucking Co.,100.0,
2017-01-22,The Looney Tunes Lodge,100.0,
2017-01-22,The New Revolution – Classic,100.0,
2017-01-22,Tweety’s Escape,100.0,
2017-01-22,Twisted Colossus,100.0,
2017-01-22,Viper,100.0,
2017-01-22,WONDER WOMAN Lasso of Truth,100.0,
2017-01-22,Whistlestop Train,100.0,
2017-01-22,X2,100.0,
2017-01-22,Yosemite Sam’s Flight School,100.0,
2017-01-22,Apocalypse,0.0,
2017-01-22,Full Throttle,0.0,
2017-01-22,Justice League: Battle for Metropolis,0.0,
2017-01-22,Roaring Rapids,0.0,
2017-01-22,SUPERMAN: Escape from Krypton,0.0,
2017-01-22,THE RIDDLER’S Revenge,0.0,
2017-01-22,Tatsu,0.0,
2017-01-22,Tidal Wave,0.0,
